UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
10	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	0
4	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	1
1	0
0	0
0	0
0	0
15	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
1594	1595
0	1591
0	1588
3321	2866
0	2865
101	132
1095	2
1427	1
590	287
0	24
0	3
0	280
0	0
1761	2
0	1
0	1
211	23619
53	24156
6	0
22	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	46
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	32
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	41
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	41
0	0
0	0
0	0
0	22
0	0
0	0
0	0
0	0
0	0
1	735
145	735
54	0
7	0
2	0
0	7
0	7
266	0
1425	0
0	16
7	16
61	32
4	32
23	421
0	1128
138	1128
488	52
0	52
43	339
235	339
35	1787
27	161
0	1773
239	8643
0	6748
47	8121
4783	1112
0	642
0	537
89	867
106	867
0	148
52	1912
24	327
0	286
0	1793
3789	9
86	0
0	3
28	0
0	1132
589	1132
370	0
1537	3
0	0
196	0
0	0
1127	807
107	0
0	18
145	27
0	9
97	190
0	117
1	73
1476	0
123	144
0	144
5	0
0	0
0	28
102	28
3329	1859
0	1370
5	852
52	83
174	2319
0	2184
0	250
0	127
0	202
0	1329
0	1270
17	1136
3	1270
0	4
595	1024
917	5
0	3941
281	4841
7	2001
487	4838
5116	5
0	0
613	176
0	651
0	136
0	553
158	1370
8	1284
49	405
421	405
108	4
362	4
1377	0
0	7
7	7
1312	20
0	20
21593	38051
0	458
0	37801
6	31220
0	37900
0	32301
25	824
9	824
23	799
0	55
0	0
0	131
5	128
0	131
0	6514
1	3327
270	7306
7	77
0	77
0	0
0	0
0	1
41	1
188	0
5	528
0	246
0	86
72	1879
8	1813
5	90
0	1857
0	1210
144	1210
1	5997
153	6451
0	6451
0	0
2108	2336
8	1838
1	498
159	0
609	1043
0	280
0	13
0	105
0	3
